β = 10,β = 20,β = 30,β = 40,β = 50,β = 60,β = 70,β = 80,β = 90
6.129014,12.34627,18.716495,25.309214,32.197962,39.45731,47.15698,55.354568,64.109541
6.175424,12.438328,18.851741,25.483892,32.40705,39.6941,47.412768,55.618838,64.370593
6.218169,12.532232,18.990707,25.665091,32.626582,39.946328,47.689459,55.90875,64.659486
6.266875,12.62507,19.129168,25.847169,32.849572,40.205825,47.977972,56.214584,64.965932
6.313428,12.714659,19.263468,26.025056,33.068706,40.463858,48.268258,56.525383,65.278457
6.356622,12.798521,19.389065,26.192401,33.277984,40.71237,48.550773,56.829751,65.586206
6.395712,12.875497,19.504956,26.347418,33.472264,40.945047,48.817767,57.121578,65.880458
6.430474,12.945178,19.609861,26.487982,33.649065,41.158058,49.064218,57.392536,66.155646
6.461193,13.008019,19.704249,26.614338,33.808132,41.350398,49.288305,57.641153,66.409777
6.488598,13.065215,19.789774,26.728414,33.951435,41.523825,49.491402,57.868524,66.6443
6.513736,13.11853,19.869298,26.833451,34.082757,41.682422,49.67763,58.078703,66.86353
6.537817,13.169816,19.944873,26.933502,34.207079,41.830384,49.852153,58.275399,67.073823
6.56204,13.221189,20.020591,27.032863,34.329868,41.978728,50.024974,58.473536,67.282615
6.594542,13.274347,20.098941,27.135533,34.456364,42.129311,50.200484,58.6732,67.497485
6.623012,13.330604,20.182124,27.244759,34.590968,42.289182,50.386075,58.883797,67.725313
6.653263,13.390736,20.271532,27.362727,34.736803,42.462457,50.586721,59.110805,67.971605
6.685351,13.454944,20.367666,27.490407,34.895479,42.651499,50.805516,59.35781,68.240029
6.719085,13.522899,20.470178,27.627586,35.06708,42.856845,51.043528,59.626306,68.532187
6.754081,13.593842,20.578013,27.77303,35.250339,43.077371,51.299914,59.915752,68.847631
6.78983,13.666726,20.689621,27.92476,35.442962,43.310626,51.57225,60.223846,69.184102
6.825722,13.740373,20.803201,28.080379,35.642026,43.553288,51.856986,60.546972,69.537942
6.856358,13.813619,20.916933,28.237401,35.844396,43.801642,52.14997,60.880722,69.904609
6.891844,13.885286,21.029179,28.393531,36.047092,44.052034,52.446962,61.220438,70.279218
6.925941,13.95497,21.138216,28.546877,36.247574,44.301229,52.744058,61.561682,70.657026
6.958383,14.021824,21.24418,28.696058,36.443909,44.546655,53.038007,61.900608,71.033815
6.989045,14.085552,21.345762,28.83948,36.634838,44.786511,53.326386,62.23419,71.406133
7.01792,14.146093,21.442817,28.97837,36.819729,45.019765,53.607644,62.560314,71.771407
7.045098,14.203561,21.535485,29.11176,36.998477,45.246058,53.881038,62.877756,72.12794
7.070728,14.258189,21.624094,29.240044,37.171358,45.465548,54.146494,63.186075,72.474838
7.094994,14.310274,21.709067,29.364999,37.338879,45.678742,54.404431,63.485462,72.811902
7.118087,14.360127,21.790846,29.484934,37.501641,45.886328,54.655583,63.776574,73.139499
7.140187,14.408046,21.869845,29.601336,37.660239,46.089045,54.900841,64.06037,73.458436
7.161452,14.454295,21.946418,29.714628,37.815194,46.287582,55.141123,64.337971,73.769827
7.182018,14.499096,22.021486,29.825149,37.966922,46.482519,55.377279,64.610528,74.07496
7.201995,14.542632,22.094035,29.933147,38.115718,46.674292,55.610022,64.879117,74.375159
7.221472,14.585046,22.164818,30.038789,38.261761,46.863183,55.839883,65.144644,74.671641
7.240524,14.626445,22.233951,30.142166,38.405119,47.049311,56.067183,65.407775,74.965402
7.259205,14.666895,22.301494,30.243298,38.545757,47.232637,56.292012,65.668885,75.257122
7.27755,14.706424,22.367452,30.342134,38.683539,47.412969,56.514232,65.928034,75.54712
7.295566,14.745018,22.431775,30.438552,38.818236,47.589971,56.733485,66.184984,75.835354
7.313231,14.782619,22.494359,30.532366,38.949531,47.763185,56.949231,66.439234,76.121469
7.33049,14.819136,22.554491,30.623334,39.077048,47.932068,57.160797,66.690093,76.40488
7.347265,14.854456,22.613239,30.711188,39.200381,48.096037,57.367447,66.936774,76.684886
7.363465,14.888466,22.669763,30.794707,39.31914,48.254536,57.568462,67.178485,76.960778
7.379009,14.921078,22.723909,30.875933,39.431282,48.4071,57.763225,67.414537,77.231953
7.393841,14.952257,22.775591,30.953407,39.540689,48.553424,57.951303,67.644431,77.49801
7.407952,14.98204,22.824832,31.027104,39.644819,48.691125,58.132508,67.867925,77.758816
7.421393,15.010554,22.871784,31.097177,39.743789,48.825387,58.306944,68.085083,78.014541
7.434278,15.038018,22.916742,31.163975,39.837976,48.953406,58.475018,68.296277,78.265663
7.44678,15.064734,22.960135,31.228038,39.928012,49.075861,58.637423,68.502171,78.512925
7.459115,15.091065,23.002494,31.290065,40.01663,49.19756,58.795082,68.703653,78.75726
7.471521,15.117407,23.045163,31.352406,40.102043,49.31353,58.949074,68.901752,78.999684
7.484234,15.144473,23.0875,31.413373,40.186326,49.427538,59.100531,69.097525,79.241172
7.497462,15.172026,23.13054,31.4747,40.270388,49.54063,59.250532,69.291948,79.482537
7.511367,15.200582,23.174713,31.536995,40.355005,49.653714,59.400012,69.485816,79.724322
7.526044,15.230309,23.220311,31.600695,40.440762,49.767487,59.549675,69.679662,79.966738
7.541518,15.261267,23.26747,31.666039,40.528012,49.88239,59.69995,69.873719,80.209635
7.557747,15.293404,23.316166,31.73306,40.616863,49.99859,59.850977,70.067916,80.452533
7.574627,15.326578,23.366232,31.801603,40.707196,50.116,60.002629,70.261924,80.694689
7.59201,15.360576,23.417393,31.871365,40.798711,50.234325,60.154569,70.45522,80.935206
7.609728,15.39515,23.469308,31.941949,40.890986,50.353135,60.306322,70.647183,81.173146
7.627614,15.430051,23.521628,32.012934,40.983558,50.471942,60.457369,70.837195,81.407656
7.64552,15.464786,23.574036,32.08393,41.075991,50.590287,60.607238,71.024733,81.638072
7.663342,15.499766,23.626296,32.154642,41.167948,50.707813,60.755576,71.209452,81.863994
7.681021,15.534587,23.678276,32.224898,41.259232,50.824318,60.902207,71.391227,82.085333
7.698553,15.569238,23.729956,32.294671,41.349813,50.939782,61.047162,71.570182,82.302315
7.71598,15.603778,23.78142,32.364071,41.439821,51.054368,61.19067,71.746665,82.515441
7.733374,15.638613,23.832832,32.433315,41.529521,51.168392,61.333126,71.921208,82.725428
7.750827,15.673327,23.884402,32.502686,41.619262,51.282267,61.475032,72.094453,82.933112
7.768427,15.708311,23.93634,32.57248,41.709417,51.396439,61.616923,72.267065,83.139339
7.786241,15.743664,23.988821,32.642955,41.800322,51.511316,61.759284,72.43964,83.344861
7.804305,15.779435,24.041954,32.714287,41.89222,51.627201,61.902481,72.612628,83.550239
7.822614,15.815612,24.095755,32.786539,41.985221,51.744244,62.046698,72.786262,83.755773
7.841121,15.852122,24.150149,32.859652,42.079281,51.862411,62.191909,72.960532,83.961469
7.859745,15.888839,24.204975,32.933444,42.174208,51.981488,62.337874,73.135178,84.167039
7.878381,15.925597,24.260006,33.007642,42.26968,52.101103,62.484166,73.309721,84.371945
7.896916,15.961936,24.314982,33.081912,42.365291,52.220769,62.630219,73.483529,84.57547
7.915241,15.998282,24.369641,33.155906,42.460602,52.339949,62.775398,73.655885,84.776808
7.933269,16.034166,24.423756,33.229306,42.555196,52.458117,62.919075,73.82608,84.975164
7.950941,16.069486,24.477159,33.301863,42.648729,52.574825,63.060703,73.99349,85.169845
7.968238,16.1042,24.529056,33.373424,42.740968,52.689748,63.199872,74.157647,85.360333
7.985176,16.138325,24.580849,33.443951,42.831818,52.802722,63.336353,74.318281,85.546338
8.001806,16.171936,24.63265,33.513518,42.921325,52.913754,63.470114,74.475345,85.727813
8.018204,16.205151,24.683175,33.582299,43.009665,53.023011,63.601316,74.629005,85.904951
8.034461,16.238119,24.733343,33.650542,43.097118,53.130796,63.730281,74.779615,86.07815
8.050671,16.270997,24.783378,33.718536,43.184028,53.237506,63.857454,74.927668,86.247961
8.066919,16.304276,24.833501,33.786574,43.270761,53.343578,63.983343,75.073739,86.415029
8.083271,16.337416,24.883904,33.854924,43.357664,53.449446,64.108468,75.218424,86.580024
8.099773,16.370813,24.934729,33.923795,43.445026,53.555491,64.233305,75.362287,86.743582
8.11644,16.404507,24.986056,33.993322,43.533053,53.662011,64.35825,75.505809,86.906257
8.133263,16.438493,25.0379,34.063557,43.621855,53.769196,64.483589,75.649362,87.068486
8.150208,16.472729,25.090213,34.134466,43.711439,53.877124,64.609488,75.793193,87.230577
8.167226,16.507137,25.142898,34.205948,43.801725,53.985767,64.735995,75.937423,87.392705
8.184256,16.541623,25.195817,34.277846,43.89256,54.09501,64.863059,76.082066,87.554932
8.201235,16.575774,25.248816,34.349969,43.983745,54.204678,64.990556,76.227053,87.717233
8.218102,16.610115,25.301734,34.422117,44.07506,54.31456,65.118315,76.372259,87.879525
8.234806,16.64422,25.354423,34.494096,44.166287,54.424443,65.24615,76.51754,88.041699
8.251306,16.678008,25.406756,34.565739,44.257234,54.534131,65.373888,76.662752,88.203651
8.267574,16.711419,25.458632,34.636911,44.347744,54.643464,65.501383,76.807778,88.365294
8.283595,16.744412,25.509982,34.707515,44.437702,54.752326,65.62853,76.952533,88.526578
8.299364,16.776968,25.560766,34.77749,44.52704,54.860645,65.755265,77.096973,88.687488
8.314884,16.809081,25.610963,34.846808,44.615722,54.968391,65.881566,77.241087,88.848037
8.330165,16.840757,25.660573,34.91546,44.703745,55.075563,66.007436,77.384889,89.008262
8.345216,16.872005,25.709603,34.983454,44.79112,55.182181,66.132898,77.528404,89.168203
8.360048,16.902837,25.758062,35.050801,44.877864,55.288267,66.257976,77.671657,89.327898
8.374669,16.933263,25.805959,35.117507,44.96399,55.393842,66.382688,77.81466,89.487362
8.389085,16.963287,25.853294,35.183573,45.049501,55.498913,66.507036,77.957404,89.646584
8.403298,16.99291,25.900062,35.248987,45.134387,55.603468,66.631001,78.099853,89.805519
8.417308,17.022128,25.945451,35.313729,45.218621,55.707479,66.754542,78.241946,89.917968
