α = 10,α = 20,α = 30,α = 40,α = 50,α = 60,α = 70,α = 80,α = 90
5.490723,11.023529,16.629682,22.340086,28.182768,34.179684,40.341814,46.659313,53.077496
5.533556,11.113595,16.776784,22.545807,28.451652,34.514617,40.743295,47.126676,53.615826
5.578602,11.193626,16.897227,22.714527,28.672454,34.790139,41.074858,47.516149,54.073602
5.616095,11.254848,16.993332,22.848964,28.84849,35.010599,41.339047,47.835399,54.458346
5.624867,11.302411,17.067677,22.953056,28.985642,35.184507,41.557674,48.098796,54.787878
5.641802,11.337063,17.122164,23.030619,29.090539,35.322158,41.734979,48.324575,55.072717
5.65225,11.358863,17.157994,23.084889,29.169381,35.433497,41.888462,48.530801,55.343297
5.655931,11.367906,17.176358,23.11888,29.227637,35.526879,42.029478,48.73175,55.613749
5.65311,11.365163,17.179357,23.136148,29.27047,35.608979,42.165892,48.936286,55.894674
5.644931,11.35302,17.170634,23.141446,29.303387,35.685462,42.302794,49.148468,56.18985
5.633419,11.335283,17.155398,23.140828,29.332539,35.761659,42.443707,49.369284,56.497985
5.625286,11.320041,17.137583,23.141065,29.36441,35.842748,42.591483,49.598374,56.815072
5.606127,11.301563,17.129619,23.148519,29.404939,35.93335,42.748608,49.835257,57.136694
5.603761,11.293556,17.129309,23.167825,29.458383,36.036782,42.917034,50.079995,57.459973
5.601456,11.294085,17.140661,23.200813,29.526306,36.15424,43.097684,50.333249,57.78471
5.603365,11.302448,17.162577,23.246028,29.607053,36.284237,43.289857,50.595736,58.113318
5.608144,11.316023,17.191355,23.299013,29.695893,36.422486,43.490722,50.867264,58.449554
5.613831,11.33098,17.221578,23.353221,29.785774,36.562293,43.695093,51.145689,58.796539
5.618306,11.343127,17.247231,23.401224,29.86842,36.695283,43.895548,51.42615,59.154749
5.624898,11.348669,17.262724,23.436953,29.93546,36.812318,44.08291,51.700839,59.520634
5.616557,11.344711,17.263633,23.451221,29.979442,36.904509,44.244601,51.959514,59.88626
5.608118,11.329529,17.247164,23.443192,29.994751,36.96435,44.378523,52.190821,60.240165
5.594173,11.302686,17.212431,23.410118,29.978454,36.986981,44.469636,52.38432,60.569352
5.57515,11.26508,17.160631,23.353142,29.931064,36.971414,44.516858,52.532815,60.862017
5.552091,11.218949,17.095116,23.276425,29.856994,36.921383,44.521905,52.634362,61.11031
5.526641,11.167801,17.021264,23.187007,29.76447,36.845434,44.492209,52.693199,61.312202
5.500964,11.11618,16.946049,23.094154,29.664686,36.755952,44.439984,52.719098,61.471662
5.477573,11.069242,16.877282,23.008217,29.566478,36.667191,44.379972,52.72512,61.596976
5.45906,11.032145,16.822608,22.939153,29.493121,36.592747,44.326463,52.724433,61.697776
5.447759,11.009367,16.788433,22.895038,29.442801,36.543141,44.290457,52.727257,61.784557
5.445408,11.00407,16.779029,22.880919,29.424806,36.52419,44.277834,52.738923,61.853638
5.452899,11.017671,16.796002,22.89826,29.440212,36.536548,44.28898,52.759609,61.912798
5.470161,11.049722,16.700142,22.77971,29.486077,36.576468,44.319871,52.785659,61.956605
5.496221,11.011247,16.781065,22.870839,29.395136,36.637498,44.36417,52.811926,61.981732
5.493539,11.09039,16.88649,22.988452,29.509655,36.712601,44.415657,52.834298,61.986784
5.542986,11.182348,17.008351,23.123246,29.745411,36.796085,44.470276,52.851618,61.973981
5.596102,11.280681,17.138222,23.322832,29.852821,36.884855,44.527253,52.866473,61.949569
5.649494,11.379313,17.282098,23.438945,29.965283,36.978711,44.589049,52.884695,61.922932
5.693726,11.473312,17.387312,23.557944,30.082731,37.083975,44.660321,52.913886,61.904765
5.746551,11.55948,17.492442,23.679561,30.206468,37.191202,44.746344,52.961508,61.90494
5.787375,11.636652,17.597299,23.804357,30.338252,37.316171,44.851485,53.033205,61.930747
5.823047,11.705651,17.70232,23.93317,30.479529,37.45671,44.978206,53.131845,61.985943
5.854812,11.768901,17.808258,24.066738,30.631024,37.613435,45.126816,53.257449,62.070805
5.884562,11.829797,17.914259,24.205173,30.793992,37.789163,45.295888,53.411688,62.184812
5.914415,11.891954,18.026295,24.349821,30.963958,37.972011,45.483031,53.579842,62.318654
5.946299,11.958494,18.103836,24.450462,31.143957,38.170656,45.685645,53.769956,62.473921
5.981605,12.031502,18.257445,24.654851,31.331732,38.379907,45.901393,53.97531,62.645506
6.020991,12.143991,18.378952,24.815132,31.526214,38.522253,46.128306,54.193714,62.831255
6.06433,12.228085,18.504158,24.979714,31.726068,38.82359,46.364602,54.423555,63.030146
6.110814,12.314451,18.632171,25.147309,31.92954,39.054287,46.608431,54.663528,63.242065
6.15915,12.384699,18.737152,25.279193,32.134392,39.287816,46.857709,54.912408,63.467503
6.207808,12.489459,18.890345,25.483733,32.338033,39.521486,47.110157,55.168971,63.707271
6.255274,12.569948,19.014305,25.642822,32.53782,39.752608,47.363518,55.432044,63.962247
6.300251,12.656204,19.138212,25.806356,32.73548,39.978869,47.615843,55.700603,64.233143
6.341817,12.736115,19.253895,25.957556,32.917279,40.202712,47.865718,55.973814,64.520223
6.379501,12.809617,19.362818,26.100712,33.094617,40.411193,48.108452,56.250937,64.82298
6.413301,12.87822,19.464972,26.235937,33.263659,40.616551,48.355365,56.531118,65.139818
6.443636,12.942394,19.561045,26.364118,33.425365,40.815383,48.594733,56.8104,65.467815
6.471254,13.003015,19.652253,26.486686,33.581172,41.008659,48.830342,57.095231,65.802712
6.497113,13.061505,19.742042,26.610191,33.732691,41.197392,49.061916,57.375092,66.140916
6.52224,13.118141,19.826169,26.721774,33.879938,41.382485,49.28899,57.650097,66.471427
6.557798,13.174946,19.911903,26.837549,34.028899,41.564713,49.511076,57.917729,66.793914
6.586594,13.232546,19.998531,26.953964,34.176139,41.744818,49.727929,58.176082,67.102267
6.616196,13.291636,20.086997,27.072076,34.324233,41.923654,49.939822,58.424325,67.393936
6.646822,13.352653,20.177962,27.192718,34.474154,42.102308,50.147739,58.662989,67.667182
6.67854,13.41578,20.271814,27.31653,34.626848,42.282132,50.3534,58.893998,67.928203
6.711277,13.480965,20.368685,27.443964,34.783215,42.464675,50.559125,59.120449,68.176549
6.744842,13.547951,20.468461,27.575261,34.944033,42.651525,50.76756,59.346174,68.418706
6.778949,13.616303,20.570792,27.710412,35.109862,42.84411,50.98133,59.575218,68.660215
6.813255,13.685458,20.675114,27.849129,35.280941,43.043503,51.202709,59.81131,68.90634
6.84739,13.754767,20.780684,27.990843,35.457132,43.250282,51.433352,60.057441,69.161462
6.872012,13.818759,20.886639,28.13474,35.637909,43.464461,51.674135,60.31558,69.42868
6.905821,13.888673,20.99207,28.279817,35.822396,43.685492,51.925099,60.586558,69.709646
6.938368,13.956125,21.090579,28.424971,36.009443,43.912321,52.185489,60.870089,70.004591
6.969442,14.020753,21.194099,28.569083,36.197713,44.143492,52.453861,61.164904,70.312513
6.998914,14.082372,21.294136,28.711094,36.385784,44.377261,52.728238,61.468952,70.631456
7.026739,14.140946,21.390333,28.850069,36.572243,44.611735,53.006296,61.779661,70.95885
7.052945,14.196558,21.482497,28.979864,36.755778,44.84502,53.285585,62.094219,71.291855
7.077628,14.249384,21.570588,29.111376,36.935274,45.075373,53.563747,62.409864,71.627703
7.100936,14.299666,21.654717,29.237752,37.109898,45.301351,53.838734,62.724151,71.963982
7.123054,14.34769,21.735143,29.35898,37.279156,45.521932,54.108984,63.035164,72.298849
7.14418,14.393773,21.812249,29.475329,37.44293,45.736584,54.373534,63.341643,72.631139
7.164519,14.438241,21.886518,29.593782,37.601455,45.945271,54.632033,63.64301,72.960353
7.184259,14.481407,21.958484,29.70322,37.755246,46.148368,54.884668,63.93928,73.286546
7.203563,14.523557,22.03503,29.809756,37.904977,46.346528,55.132002,64.230883,73.610125
7.22256,14.564918,22.10451,29.913947,38.051334,46.54049,55.374762,64.518444,73.931611
7.241335,14.605644,22.172734,30.016199,38.194869,46.730896,55.613623,64.802549,74.251416
7.259922,14.645792,22.239762,30.116689,38.335881,46.918134,55.84903,65.083562,74.569676
7.278302,14.685315,22.305479,30.215335,38.474354,47.102253,56.081085,65.361523,74.886181
7.296403,14.724064,22.363605,30.311817,38.609963,47.282941,56.309522,65.636128,75.200391
7.314114,14.76181,22.427027,30.405639,38.74214,47.459599,56.533768,65.906795,75.511538
7.331294,14.798278,22.488366,30.49089,38.870183,47.631449,56.753054,66.172785,75.818764
7.347802,14.833194,22.547103,30.579771,38.988362,47.797694,56.966568,66.433342,76.121282
7.363521,14.866341,22.602808,30.664314,39.108397,47.957661,57.173599,66.68783,76.418486
7.378384,14.897604,22.655228,30.744069,39.222286,48.107906,57.373658,66.935823,76.710033
7.392394,14.927008,22.704346,30.818906,39.329791,48.255394,57.566552,67.17716,76.995847
7.405635,14.954736,22.75041,30.889063,39.431099,48.395565,57.752413,67.411943,77.276088
7.418269,14.981116,22.793914,30.955128,39.526814,48.528973,57.931669,67.640497,77.551082
7.430522,15.006595,22.835552,31.017974,39.617881,48.656529,58.104984,67.863318,77.821247
7.44266,15.031691,22.876134,31.078649,39.705465,48.784591,58.273179,68.080996,78.087023
7.454958,15.056936,22.922865,31.144841,39.797465,48.905975,58.43713,68.29416,78.348837
7.467668,15.089555,22.965826,31.206795,39.884132,49.0251,58.597687,68.503419,78.60708
7.488863,15.117705,23.009644,31.269223,39.97044,49.142753,58.755601,68.709333,78.862112
7.503241,15.146793,23.054556,31.332493,40.056881,49.259518,58.911474,68.912388,79.114272
7.518177,15.17687,23.100648,31.396766,40.143714,49.375754,59.065741,69.112987,79.363891
7.533662,15.207894,23.147861,31.462016,40.230989,49.491612,59.218664,69.311442,79.611292
7.549644,15.239752,23.19603,31.528072,40.318588,49.607074,59.370363,69.507981,79.856775
7.558889,15.272286,23.244922,31.594677,40.406295,49.722012,59.520845,69.702749,80.100584
7.576188,15.30532,23.294286,31.66155,40.493861,49.836252,59.670054,69.895811,80.342878
7.593707,15.338685,23.3439,31.728445,40.581072,49.949638,59.817908,70.087159,80.58369
7.611296,15.366598,23.3936,31.795198,40.6678,50.062081,59.964341,70.276725,80.822901
7.628846,15.400899,23.443308,31.861756,40.754036,50.173597,60.109335,70.464391,81.060233
7.646293,15.434997,23.493035,31.928184,40.8399,50.284314,60.25293,70.650011,81.295263
7.663627,15.468888,23.542873,31.994653,40.925625,50.394467,60.39524,70.833436,81.52746
7.680882,15.502657,23.592973,32.061406,41.011529,50.504377,60.536447,71.01454,81.756248
7.698128,15.536457,23.643515,32.128725,41.097968,50.614409,60.676788,71.193251,81.981075
7.715452,15.570479,23.69467,32.196878,41.185289,50.724938,60.81654,71.369577,82.201493
7.732943,15.611691,23.746573,32.266081,41.273784,50.836302,60.956003,71.543625,82.417225
7.750673,15.647224,23.799296,32.336465,41.36365,50.948767,61.095471,71.715607,82.628215
7.76868,15.683201,23.852834,32.408051,41.454965,51.062503,61.235212,71.885832,82.834651
7.786966,15.719566,23.907101,32.480753,41.54768,51.177565,61.37545,72.054687,83.03695
7.805491,15.75622,23.961938,32.55438,41.641627,51.293892,61.516338,72.222599,83.235718
7.82418,15.793031,24.017134,32.628662,41.736535,51.411319,61.657953,72.389989,83.431684
7.842928,15.829846,24.072443,32.703282,41.832066,51.529591,61.800282,72.55723,83.625612
7.861622,15.860896,24.12762,32.777907,41.927849,51.648391,61.943224,72.724605,83.818218
7.880149,15.898034,24.182439,32.852228,42.023516,51.767373,62.086596,72.892272,84.010097
7.898412,15.934683,24.236719,32.925986,42.118738,51.886186,62.230148,73.06025,84.201665
7.916341,15.970688,24.284595,32.99899,42.213249,52.004504,62.373579,73.228419,84.393133
7.933901,16.005969,24.337997,33.071135,42.306858,52.122044,62.51656,73.396534,84.584507
7.951093,16.040514,24.390396,33.142398,42.399463,52.238581,62.658758,73.564256,84.775619
7.967949,16.074383,24.441865,33.212827,42.491036,52.353954,62.799858,73.731191,84.966173
7.984531,16.10769,24.492553,33.282531,42.581619,52.468067,62.939584,73.896928,85.155799
8.000916,16.14059,24.542665,33.351658,42.671305,52.580881,63.077714,74.061086,85.344113
8.01719,16.173254,24.599031,33.420372,42.760221,52.692414,63.214093,74.223343,85.530768
8.033435,16.205853,24.649325,33.488838,42.848509,52.802723,63.348636,74.38346,85.715489
8.04972,16.238534,24.699645,33.557206,42.936313,52.911901,63.481332,74.541299,85.89809
8.066097,16.271414,24.750089,33.625598,43.023768,53.020063,63.612236,74.696822,86.078481
8.082597,16.304564,24.800722,33.694107,43.110992,53.127338,63.741457,74.85008,86.256656
8.099226,16.338012,24.851577,33.762792,43.198083,53.233865,63.869149,75.001196,86.432676
8.115971,16.371743,24.902656,33.831683,43.28512,53.339777,63.995493,75.150346,86.606642
8.132801,16.405704,24.953935,33.900782,43.37216,53.445204,64.120679,75.297733,86.778678
8.149676,16.439819,25.005371,33.970073,43.459241,53.550263,64.244898,75.443566,86.948907
8.166546,16.473996,25.056907,34.039521,43.546387,53.655054,64.368325,75.588044,87.11744
8.183362,16.508136,25.108476,34.109082,43.633605,53.759664,64.491113,75.731341,87.284368
8.200077,16.542148,25.16001,34.178704,43.720893,53.864159,64.613396,75.873608,87.449765
8.216651,16.575948,25.211437,34.24833,43.808237,53.968594,64.735283,76.01497,87.61369
8.23305,16.60947,25.26269,34.3179,43.895615,54.073007,64.856869,76.155531,87.776192
8.24925,16.642664,25.313704,34.387354,43.983002,54.177431,64.978237,76.295388,87.937322
8.265234,16.675495,25.358441,34.456631,44.070364,54.28189,65.099464,76.434636,88.097143
8.280994,16.707942,25.408933,34.525671,44.157668,54.386403,65.220629,76.573374,88.255729
8.296526,16.739997,25.458995,34.594417,44.244874,54.490986,65.341811,76.711713,88.413172
8.311831,16.771657,25.508601,34.662812,44.331941,54.59565,65.463087,76.849771,88.569584
8.32691,16.802922,25.557731,34.7308,44.418824,54.700396,65.584529,76.987674,88.725085
8.341768,16.833794,25.606362,34.798329,44.505471,54.805212,65.706198,77.125539,88.879804
8.356409,16.864274,25.654475,34.865345,44.591823,54.91007,65.828129,77.263473,89.033868
8.370837,16.894359,25.702045,34.931795,44.677813,55.01492,65.950331,77.401555,89.187396
8.385054,16.924044,25.74905,34.997627,44.763363,55.119691,66.072778,77.539832,89.340488
8.399062,16.953321,25.795462,35.062787,44.84839,55.224287,66.195406,77.678313,89.493227
