β = 10,β = 20,β = 30,β = 40,β = 50,β = 60,β = 70,β = 80,β = 90
1.906251,3.833019,5.782545,7.757509,9.760873,11.795665,13.864824,15.971044,18.116805
1.908718,3.837924,5.789828,7.767013,9.772345,11.808851,13.879648,15.987752,18.136065
1.910999,3.842602,5.79697,7.776534,9.783985,11.826918,13.900665,16.011508,18.16245
1.913136,3.847117,5.804044,7.78617,9.795971,11.841612,13.917498,16.030455,18.183603
1.9152,3.851568,5.811149,7.796024,9.808455,11.856325,13.934375,16.049707,18.20498
1.917265,3.856057,5.818372,7.806155,9.821495,11.871099,13.951425,16.068897,18.226161
1.919387,3.860647,5.825739,7.816532,9.835004,11.883482,13.964846,16.082444,18.247664
1.921588,3.865338,5.833191,7.827006,9.848728,11.900591,13.985257,16.105859,18.265959
1.92384,3.87005,5.840569,7.837306,9.862253,11.917601,14.005802,16.129739,18.29266
1.926074,3.874629,5.847622,7.847062,9.875043,11.93377,14.025521,16.146659,18.312743
1.928182,3.878867,5.854041,7.855842,9.881382,11.941263,14.034799,16.164436,18.333067
1.930039,3.88253,5.859501,7.85911,9.889955,11.952026,14.04759,16.179507,18.350408
1.931522,3.8854,5.863708,7.86428,9.896761,11.960559,14.058,16.191976,18.365003
1.93253,3.887307,5.866449,7.867782,9.90139,11.966485,14.065337,16.200931,18.375717
1.933002,3.888157,5.867622,7.869497,9.903654,11.969597,14.069334,16.206014,18.382074
1.932926,3.887947,5.867256,7.869428,9.903722,11.969889,14.069969,16.207156,18.383926
1.93234,3.886767,5.865499,7.867701,9.90168,11.967423,14.067466,16.204585,18.381468
1.931323,3.884777,5.862598,7.867149,9.897829,11.962873,14.06732,16.198781,18.375195
1.929985,3.88219,5.85886,7.862276,9.894858,11.959275,14.058418,16.195392,18.36583
1.928447,3.879233,5.854605,7.856767,9.888039,11.951004,14.04853,16.183748,18.359827
1.926824,3.876119,5.850124,7.850988,9.88094,11.942462,14.038329,16.171621,18.345546
1.925214,3.87302,5.845648,7.845214,9.873883,11.934024,14.028277,16.159599,18.33115
1.923683,3.870051,5.841325,7.839611,9.86704,11.92588,14.018606,16.148004,18.317116
1.922263,3.867265,5.837215,7.834235,9.860448,11.918044,14.009335,16.136915,18.30366
1.920956,3.864659,5.833305,7.829051,9.854036,11.910402,14.000326,16.126223,18.290779
1.91974,3.86219,5.829533,7.823968,9.847672,11.902772,13.991363,16.115712,18.278327
1.918581,3.859793,5.825811,7.818877,9.841215,11.894975,13.982227,16.105148,18.266097
1.917443,3.857408,5.822066,7.813693,9.834568,11.88689,13.972768,16.09435,18.2539
1.916298,3.854994,5.818257,7.808386,9.827709,11.8785,13.962954,16.083255,18.241629
1.915139,3.852546,5.814394,7.802994,9.820712,11.869906,13.952893,16.071938,18.229293
1.913976,3.850098,5.810546,7.79763,9.813745,11.861325,13.942824,16.060619,18.217039
1.912839,3.847718,5.806829,7.79247,9.807048,11.853063,13.933089,16.049633,18.205131
1.911773,3.845504,5.803393,7.787725,9.800903,11.845467,13.924086,16.039384,18.193925
1.91083,3.84356,5.800399,7.783613,9.795591,11.838882,13.916213,16.030295,18.183825
1.910062,3.841987,5.797993,7.780328,9.791353,11.833602,13.909813,16.022753,18.17523
1.90951,3.840866,5.796288,7.778009,9.788359,11.833624,13.905137,16.01706,18.16849
1.909199,3.840244,5.795347,7.77673,9.78669,11.831299,13.902316,16.013403,18.163863
1.909139,3.840131,5.795177,7.776486,9.78633,11.830433,13.901354,16.01184,18.168137
1.909319,3.840501,5.795728,7.777204,9.787178,11.827984,13.902136,16.012299,18.168094
1.909712,3.841295,5.796909,7.778751,9.789062,11.830145,13.904454,16.014599,18.169992
1.910279,3.842435,5.798597,7.780963,9.791776,11.833328,13.908042,16.018477,18.167434
1.910978,3.843828,5.800656,7.783659,9.795096,11.837272,13.912605,16.02362,18.173052
1.911764,3.845388,5.802956,7.786671,9.798816,11.841731,13.917854,16.0297,18.179944
1.912598,3.847035,5.805384,7.789855,9.802761,11.846495,13.923534,16.036403,18.187739
1.913447,3.84871,5.807854,7.793102,9.806802,11.851401,13.929434,16.043454,18.196081
1.91429,3.850369,5.810308,7.796342,9.810853,11.856342,13.935401,16.050628,18.204653
1.915113,3.851991,5.812716,7.799539,9.81487,11.861254,13.941333,16.057759,18.213196
1.915908,3.853564,5.815067,7.802682,9.818837,11.866106,13.94717,16.064735,18.221518
1.916672,3.855086,5.817362,7.805772,9.822752,11.870887,13.952881,16.071488,18.229489
1.917405,3.85656,5.819602,7.808809,9.826612,11.875589,13.958448,16.077982,18.237037
1.918105,3.857981,5.821783,7.811785,9.830403,11.880194,13.963853,16.084197,18.244129
1.918767,3.859343,5.82389,7.814676,9.834093,11.884666,13.969064,16.090114,18.250759
1.919384,3.860628,5.825895,7.817441,9.837628,11.888946,13.974031,16.095703,18.256924
1.919948,3.861815,5.82776,7.820023,9.840937,11.892958,13.978685,16.100918,18.262615
1.920447,3.862878,5.829441,7.822358,9.84394,11.896613,13.982942,16.105694,18.267806
1.920871,3.863789,5.830889,7.82438,9.846554,11.899819,13.986708,16.109952,18.272447
1.921209,3.864524,5.832065,7.826031,9.848707,11.902491,13.989891,16.113603,18.27647
1.921456,3.865064,5.832937,7.827267,9.850342,11.904558,13.99241,16.116557,18.279792
1.921606,3.865399,5.833485,7.828061,9.851423,11.905975,13.994201,16.118738,18.282327
