α = 10,α = 20,α = 30,α = 40,α = 50,α = 60,α = 70,α = 80,α = 90
4.204259,8.4343,12.753629,17.226974,21.91172,26.847999,32.050587,37.505793,43.17574
4.433264,8.758116,13.209413,17.779052,22.511618,27.434691,32.55238,37.844475,43.27336
4.54974,9.10008,13.689233,18.355127,23.127406,28.020001,33.026721,38.123015,43.275472
4.724014,9.436361,14.159917,18.91635,23.719961,28.571782,33.457438,38.351533,43.229234
4.885534,9.747653,14.594828,19.432168,24.259783,29.068112,33.838076,38.547745,43.185092
5.025718,10.020865,14.976131,19.882757,24.728946,29.497847,34.16984,38.730869,43.185447
5.143069,10.249075,15.294586,20.258424,25.119776,29.858167,34.457571,38.91561,43.254872
5.235906,10.430243,15.547648,20.557067,25.431693,30.150894,34.705778,39.108318,43.399963
5.304908,10.565506,15.737039,20.781201,25.667969,30.379433,34.916385,39.306418,43.608632
5.351661,10.657765,15.866852,20.935835,25.833791,30.547619,35.089171,39.501431,43.858405
5.328039,10.71103,15.942748,21.027806,25.936191,30.660856,35.224972,39.685002,44.126305
5.343194,10.730894,15.972207,21.066432,25.985457,30.728797,35.329913,39.856447,44.3996
5.38309,10.722954,15.965242,21.064612,25.996797,30.767829,35.419745,40.027356,44.683025
5.367919,10.697128,15.934763,21.039259,25.990801,30.801489,35.519502,40.222504,44.998984
5.348673,10.663198,15.895895,21.010197,25.991658,30.857702,35.659786,40.47389,45.379944
5.329978,10.631209,15.86401,20.997291,26.023089,30.963133,35.869073,40.810803,45.85566
5.316207,10.611108,15.851813,21.016416,26.102987,31.136251,36.164956,41.248998,46.440038
5.309906,10.606579,15.866322,21.075434,26.238404,31.381345,36.547228,41.78286,47.122377
5.311061,10.618218,15.906733,21.171529,26.422574,31.685539,36.995173,42.383211,47.86586
5.321082,10.640215,15.96397,21.290894,26.635102,32.019906,37.470038,43.001453,48.613503
5.308229,10.662452,16.022233,21.411067,26.845443,32.344523,37.922032,43.578709,49.299432
5.321578,10.672376,16.062239,21.505411,27.018859,32.616154,38.299873,44.057215,49.861856
5.308262,10.6578,16.065336,21.548597,27.123307,32.796511,38.560297,44.390757,50.253999
5.278152,10.609592,16.017466,21.52173,27.13555,32.859086,38.675201,44.551642,50.450355
5.229411,10.523632,15.912019,21.415903,27.04511,32.79308,38.635036,44.533025,50.447543
5.16314,10.401628,15.750983,21.233495,26.855369,32.603881,38.448214,44.346898,50.26076
5.083154,10.250703,15.544313,20.987144,26.581908,32.310464,38.137352,44.019128,49.917852
4.974534,10.034832,15.308233,20.696918,26.248823,31.940776,37.733764,43.583347,49.453147
4.9051,9.908652,15.060385,20.386556,25.884128,31.526439,37.271763,43.075341,48.902558
4.822802,9.743841,14.820783,20.079688,25.51537,31.098019,36.78399,42.528927,48.300444
4.784544,9.656319,14.605391,19.796776,25.166227,30.681614,36.298346,41.97351,47.677871
4.739107,9.482418,14.426423,19.553137,24.854468,30.296991,35.836489,41.432951,47.061566
4.655901,9.399173,14.29115,19.358076,24.591169,29.95701,35.413455,40.925152,46.473043
4.636039,9.35054,14.201844,19.214903,24.380874,29.667905,35.037901,40.46196,45.927796
4.633558,9.334561,14.156232,19.121532,24.222301,29.429999,34.712622,40.04924,45.434807
4.645869,9.34655,14.148268,19.071418,24.109355,29.238642,34.435247,39.687257,44.996681
4.669338,9.379802,14.169112,19.0547,24.032314,29.085318,34.19919,39.371506,44.610595
4.699718,9.426407,14.208239,19.059503,23.979212,28.959006,33.994974,39.094105,44.269961
4.732605,9.47813,14.254665,19.073396,23.937427,28.847841,33.811957,38.84567,43.966547
4.763901,9.52731,14.298209,19.084937,23.895418,28.740976,33.640307,38.617404,43.692628
4.790783,9.567674,14.330657,19.085127,23.844401,28.630415,33.472926,38.403013,43.442747
4.809528,9.594959,14.346678,19.068562,23.779669,28.512433,33.306886,38.200026,43.21471
4.819888,9.608037,14.3443,19.034502,23.701224,28.388207,33.143993,38.010181,43.009629
4.821935,9.604775,14.324846,18.984268,23.613544,28.263463,32.990294,37.838762,42.831054
4.798375,9.590446,14.292347,18.925346,23.533498,28.147136,32.854598,37.693064,42.683457
4.792668,9.567399,14.252538,18.865044,23.443446,28.049356,32.746353,37.580357,42.571053
4.792148,9.540045,14.211663,18.811338,23.379531,27.979202,32.673383,37.50588,42.493674
4.7769,9.512394,14.175314,18.770855,23.339572,27.942766,32.640023,37.471312,42.451171
4.762083,9.487607,14.147536,18.747755,23.326969,27.941901,32.646045,37.474053,42.437965
4.748841,9.467605,14.130312,18.743186,23.341195,27.973908,32.686555,37.507414,42.446224
4.737661,9.452929,14.123473,18.755344,23.378089,28.03208,32.752773,37.561549,42.46633
4.728402,9.442846,14.124972,18.780022,23.430741,28.106821,32.833437,37.62486,42.48805
4.72125,9.435633,14.131403,18.811448,23.490692,28.18759,32.916426,37.685507,42.501645
4.713611,9.428967,14.138645,18.843228,23.549174,28.263465,32.990292,37.732763,42.498784
4.705026,9.420351,14.142499,18.8692,23.598161,28.325226,33.045454,37.758064,42.473263
4.694427,9.407499,14.139233,18.884105,23.631126,28.365698,33.074981,37.755724,42.421574
4.668858,9.388651,14.125989,18.884042,23.644,28.380257,33.074992,37.723356,42.343351
4.651564,9.362774,14.101033,18.866586,23.632756,28.366928,33.044737,37.662003,42.241633
4.632197,9.303433,14.06426,18.831368,23.598538,28.32625,32.986408,37.575976,42.122824
4.621454,9.290523,13.975098,18.778905,23.542286,28.260961,32.904711,37.47287,41.996195
4.59661,9.244636,13.956323,18.711442,23.467007,28.175541,32.806225,37.36013,41.872878
4.570529,9.195776,13.890076,18.632126,23.376866,28.075654,32.698583,37.249072,41.764428
4.542925,9.145359,13.819255,18.544771,23.276738,27.967526,32.589571,37.148448,41.681174
4.521304,9.095597,13.747039,18.453506,23.17176,27.857331,32.486254,37.065835,41.630685
4.501654,9.048647,13.67743,18.362457,23.066918,27.750653,32.39429,37.006238,41.616682
4.483933,9.006467,13.620759,18.275459,22.967081,27.6521,32.317501,36.971666,41.638621
4.470342,8.970702,13.552377,18.195855,22.874896,27.565086,32.257775,36.961231,41.692014
4.460585,8.942601,13.503178,18.127096,22.79439,27.491799,32.215254,36.971688,41.769393
4.454881,8.922966,13.464698,18.068264,22.727202,27.433301,32.188721,36.998259,41.861657
4.453226,8.912117,13.438307,18.024719,22.674474,27.389725,32.176091,37.035549,41.9595
4.442324,8.910302,13.422131,17.994298,22.636562,27.360489,32.174866,37.078348,42.05463
4.449009,8.915607,13.418431,17.977412,22.613129,27.344498,32.182506,37.122203,42.140578
4.45917,8.927982,13.424685,17.973234,22.603262,27.340307,32.196645,37.163695,42.21303
4.481001,8.947147,13.439831,17.980442,22.605585,27.346241,32.215185,37.200466,42.269724
4.493224,8.970009,13.462184,17.997349,22.618389,27.360482,32.246218,37.231062,42.310074
4.506315,8.995606,13.489911,18.022054,22.639752,27.381144,32.25842,37.254699,42.334651
4.519643,9.02246,13.521185,18.052593,22.667684,27.406359,32.280817,37.271051,42.344716
4.532666,9.051632,13.554314,18.087083,22.700252,27.434368,32.30032,37.2801,42.341864
4.544957,9.074353,13.587862,18.123854,22.735712,27.46362,32.318022,37.28208,42.327829
4.556218,9.096113,13.620729,18.161014,22.772615,27.492877,32.332662,37.277491,42.304427
4.56629,9.116544,13.652934,18.199422,22.809896,27.521304,32.34405,37.267144,42.273578
4.575135,9.135482,13.681947,18.236971,22.846911,27.548518,32.352447,37.252204,42.23735
4.582821,9.152941,13.710169,18.272382,22.883437,27.574597,32.358569,37.234199,42.197975
4.589484,9.169052,13.735691,18.307857,22.919615,27.600029,32.36354,37.214965,42.157817
4.595298,9.184011,13.761214,18.34294,22.955838,27.625597,32.368773,37.196541,42.119207
4.600439,9.197401,13.786094,18.378656,22.992606,27.652229,32.375815,37.181666,42.084757
4.605051,9.209849,13.810716,18.413627,23.030356,27.680809,32.386916,37.170396,42.056387
4.60923,9.22208,13.835256,18.448932,23.069799,27.712208,32.401063,37.16639,42.036081
4.613009,9.234143,13.859612,18.48438,23.108848,27.746152,32.421423,37.170349,42.025388
4.616361,9.245861,13.88338,18.519423,23.15002,27.783136,32.447674,37.183165,42.025464
4.619211,9.256863,13.905889,18.553784,23.190429,27.822438,32.479777,37.205245,42.037048
4.621459,9.266643,13.926291,18.580675,23.229994,27.863192,32.517267,37.236527,42.060439
4.622999,9.274645,13.943679,18.61369,23.261016,27.910736,32.559343,37.276521,42.095474
4.623753,9.280366,13.957235,18.636923,23.298624,27.944693,32.60499,37.32436,42.1415
4.623692,9.283442,13.966355,18.654674,23.326624,27.983278,32.653089,37.378858,42.197349
4.622854,9.283725,13.970762,18.666533,23.349361,28.019277,32.702527,37.438578,42.261358
4.621351,9.281323,13.970563,18.672555,23.366708,28.052195,32.752268,37.501899,42.332267
4.619369,9.276609,13.966255,18.672459,23.378996,28.081868,32.801406,37.566902,42.405107
4.617155,9.270189,13.958692,18.668968,23.386964,28.108439,32.849189,37.632458,42.479849
4.614996,9.262846,13.948993,18.662377,23.391655,28.132295,32.894659,37.696358,42.553145
4.613193,9.255457,13.938427,18.654122,23.39429,28.153973,32.93884,37.75273,42.622771
4.612027,9.248904,13.928292,18.645675,23.396117,28.173356,32.9793,37.806858,42.68696
4.611737,9.243981,13.919776,18.638392,23.397503,28.192744,33.017235,37.866557,42.744499
4.612496,9.241324,13.91386,18.633386,23.401062,28.211414,33.052154,37.913341,42.794753
4.614391,9.241346,13.911224,18.631436,23.406415,28.229595,33.0839,37.954453,42.837592
4.617424,9.244214,13.912213,18.632935,23.413799,28.247276,33.104621,37.989762,42.873273
4.62151,9.249846,13.916822,18.637883,23.423094,28.264193,33.136922,38.019217,42.902285
4.626494,9.257938,13.924739,18.64593,23.433858,28.279859,33.157503,38.042793,42.925217
4.632166,9.268013,13.935401,18.656454,23.445414,28.293633,33.173563,38.060467,42.943413
4.638287,9.279484,13.948089,18.668664,23.456963,28.303902,33.184694,38.072918,42.955376
4.644607,9.291729,13.962019,18.681717,23.467706,28.311678,33.190615,38.078728,42.963059
4.650891,9.304152,13.976439,18.694831,23.476053,28.315857,33.191266,38.079045,42.966948
4.656935,9.316241,13.990706,18.707371,23.48315,28.316323,33.186894,38.074337,42.968393
4.662576,9.327607,14.004332,18.718914,23.488168,28.313289,33.178077,38.065352,42.966764
4.6677,9.337996,14.017015,18.729264,23.491223,28.307287,33.166393,38.053113,42.963376
4.672241,9.347289,14.028624,18.737465,23.492682,28.299118,33.151377,38.039707,42.959092
4.676175,9.35548,14.039173,18.745501,23.493088,28.289758,33.135228,38.025101,42.954767
4.679513,9.362642,14.04877,18.75287,23.493072,28.28024,33.119275,38.011016,42.951152
4.682286,9.36889,14.057568,18.759889,23.493258,28.271542,33.104721,37.998502,42.948814
4.684537,9.374347,14.065712,18.766836,23.494183,28.265222,33.092531,37.996422,42.948068
4.686309,9.379112,14.073303,18.773897,23.496228,28.260171,33.083357,37.98097,42.955083
4.687638,9.383242,14.08037,18.781138,23.499593,28.257669,33.077514,37.97651,42.956854
4.688548,9.386742,14.086866,18.789248,23.504924,28.257788,33.074998,37.97476,42.954436
4.689051,9.389571,14.092673,18.796342,23.510491,28.260379,33.075542,37.975283,42.957964
4.689146,9.39165,14.097624,18.803133,23.51696,28.265123,33.078692,37.977023,42.960711
4.688829,9.392882,14.101526,18.809352,23.523997,28.271595,33.083886,37.980816,42.963684
4.688094,9.39317,14.104195,18.814722,23.531239,28.279322,33.090533,37.985023,42.963829
4.686943,9.392436,14.105476,18.818999,23.538334,28.287837,33.098072,37.987894,42.962392
4.685387,9.390641,14.105268,18.821992,23.544974,28.296708,33.10601,37.99086,42.958747
4.683454,9.387791,14.103544,18.823587,23.55091,28.305565,33.113949,37.993014,42.952882
4.68119,9.38395,14.100351,18.823747,23.555964,28.314102,33.12051,37.994239,42.944979
4.678657,9.379233,14.095812,18.822516,23.560024,28.32208,33.127339,37.994546,42.935387
4.675934,9.373805,14.090118,18.820006,23.563037,28.329311,33.133522,37.994044,42.924579
4.673109,9.367871,14.083512,18.816384,23.564997,28.335651,33.138979,37.992908,42.913108
4.670276,9.361657,14.076273,18.811849,23.565926,28.340985,33.143662,37.991345,42.901554
4.66753,9.355401,14.068691,18.806617,23.565862,28.340348,33.147533,37.989562,42.890481
4.664957,9.349329,14.06105,18.800897,23.564846,28.342775,33.150556,37.987743,42.880395
4.662633,9.34365,14.053607,18.79488,23.562916,28.344065,33.152692,37.986033,42.871712
4.660617,9.338532,14.04658,18.788725,23.560096,28.344149,33.150799,37.984533,42.864746
4.65895,9.334103,14.040135,18.782552,23.556406,28.342979,33.150681,37.983299,42.860457
4.65765,9.330441,14.034385,18.776445,23.551859,28.340534,33.149604,37.983172,42.856929
4.656715,9.327572,14.029382,18.77045,23.546473,28.336821,33.147588,37.982201,42.861622
4.656122,9.325477,14.025131,18.764585,23.540275,28.338129,33.144682,37.981441,42.861876
4.655832,9.324094,14.021587,18.758844,23.533311,28.331657,33.145151,37.98066,42.858253
4.655795,9.323328,14.018674,18.753209,23.525649,28.324032,33.140276,37.980357,42.863
4.65595,9.323061,14.016289,18.747659,23.517384,28.315433,33.134744,37.981294,42.868284
4.656233,9.323161,14.014317,18.742173,23.508634,28.306071,33.12872,37.981618,42.874495
4.65658,9.323496,14.012643,18.736742,23.499541,28.296178,33.123389,37.982015,42.881295
4.656933,9.323939,14.011157,18.731367,23.49026,28.285989,33.117001,37.982394,42.887568
4.657243,9.324379,14.009768,18.72607,23.480957,28.275731,33.110487,37.98263,42.894555
4.657468,9.324727,14.008406,18.720887,23.471799,28.265607,33.103922,37.982556,42.900977
4.65758,9.324917,14.007026,18.715872,23.462952,28.25579,33.097338,37.981972,42.90641
4.65756,9.324908,14.005612,18.711094,23.454569,28.246418,33.090723,37.979895,42.910443
4.657401,9.324686,14.004167,18.706631,23.446791,28.23759,33.083223,37.97786,42.912706
4.657104,9.324253,14.002716,18.702563,23.439738,28.229374,33.076616,37.974659,42.91289
4.656675,9.32363,14.001292,18.698967,23.433506,28.221811,33.069824,37.970099,42.910771
4.656125,9.322841,13.999933,18.695905,23.428164,28.214913,33.060404,37.964049,42.906231
4.655467,9.321916,13.99867,18.693419,23.423745,28.208677,33.053023,37.949662,42.899272
4.654711,9.320879,13.997522,18.69152,23.420247,28.203082,33.045424,37.940744,42.890016
4.65387,9.319745,13.996489,18.690187,23.417632,28.198091,33.037621,37.930744,42.878705
4.652951,9.31852,13.995551,18.689367,23.415822,28.193656,33.029657,37.919835,42.865683
